Nombre recurso;LOID;ID;idGuion;identificadorUnidad;module_id;asset_id;Página;Tipo;Enlace;Texto principal - original;Texto adicional - original;Texto principal;Texto adicional
Desafío: El movimiento;CN_08_10_LM_Recurso270;132010;15152;FQ_08_NX_LL;628758;137900;Escoge tu camino;Enlace;https://culturacientifica.com/2017/12/05/principio-relatividad-3-la-invariancia-galileo/;El principio de relatividad;, artículo divulgativo sobre la relatividad del movimiento del blog Cuaderno de Cultura Científica.;El principio de relatividad;, artículo divulgativo sobre la relatividad del movimiento del blog Cuaderno de Cultura Científica.
Desafío: El movimiento;CN_08_10_LM_Recurso270;132010;15152;FQ_08_NX_LL;628758;137900;Escoge tu camino;Inglés;https://www.vascak.cz/data/android/physicsatschool/templateimg.php?s=gp_volny_pad&l=es;Física en la escuela;que ofrece la posibilidad de simular la caída libre.;Física en la escuela;que ofrece la posibilidad de simular la caída libre.
Desafío: El movimiento;CN_08_10_LM_Recurso270;132010;15152;FQ_08_NX_LL;628758;137900;Ve más allá;Lista;;¡Depende de dónde estés!;;<em>¡Depende de dónde estés!</em>;
Desafío: El movimiento;CN_08_10_LM_Recurso270;132010;15152;FQ_08_NX_LL;628758;137900;Ve más allá;Lista;;Eppur si muove;;<em>Eppur si muove</em>;
Desafío: El movimiento;CN_08_10_LM_Recurso270;132010;15152;FQ_08_NX_LL;628758;137900;Ve más allá;Lista;;Una mosca volando en un avión;;<em>Una mosca volando en un avión</em>;
Desafío: El movimiento;CN_08_10_LM_Recurso270;132010;15152;FQ_08_NX_LL;628758;137900;Ve más allá;Lista;;El péndulo de Foucault;;<em>El péndulo de Foucault</em>;
Desafío: El movimiento;CN_08_10_LM_Recurso270;132010;15152;FQ_08_NX_LL;628758;137900;Ve más allá;Lista;;El efecto Coriolis;;<em>El efecto Coriolis</em>;
Desafío: El movimiento;CN_08_10_LM_Recurso270;132010;15152;FQ_08_NX_LL;628758;137900;Meta;Título;;Aún te queda un último paso.;;Aún te queda un último paso.;
Desafío: El reino animal: animales invertebrados;CN_07_08_LM_Recurso390;130829;15146;BG_07_NX_LL;628224;136197;Escoge tu camino;Lista;;Los poríferos, los animales más aburridos del mar;(Las características de los poríferos o esponjas);<em>Los poríferos, los animales más aburridos del mar</em>;(Las características de los poríferos o esponjas)
Desafío: El reino animal: animales invertebrados;CN_07_08_LM_Recurso390;130829;15146;BG_07_NX_LL;628224;136197;Escoge tu camino;Lista;;Pólipos y medusas, hermosos, pero a distancia;(Las características de los cnidarios);<em>Pólipos y medusas, hermosos, pero a distancia</em>;(Las características de los cnidarios)
Desafío: El reino animal: animales invertebrados;CN_07_08_LM_Recurso390;130829;15146;BG_07_NX_LL;628224;136197;Escoge tu camino;Lista;;Reunión de gusanos;(Las características de los platelmintos, nematodos y anélidos);<em>Reunión de gusanos</em>;(Las características de los platelmintos, nematodos y anélidos)
Desafío: El reino animal: animales invertebrados;CN_07_08_LM_Recurso390;130829;15146;BG_07_NX_LL;628224;136197;Escoge tu camino;Lista;;Caminando de puntillas;(Las características de los equinodermos);<em>Caminando de puntillas</em>;(Las características de los equinodermos)
Desafío: El reino animal: animales invertebrados;CN_07_08_LM_Recurso390;130829;15146;BG_07_NX_LL;628224;136197;Escoge tu camino;Lista;;Con la casa a cuestas;(Las características de los moluscos);<em>Con la casa a cuestas</em>;(Las características de los moluscos)
